age,diploma,gender,living_place,csp,close_fam,close_friends,close_neighbors,close_colleagues,knows_fam,knows_friends,knows_neighbors,knows_colleagues,find_job,weight,csoc_Q01_01,csoc_Q01_02,csoc_Q01_03,csoc_Q01_04,csoc_Q01_05,csoc_Q01_06,csoc_Q01_07,csoc_Q01_08,csoc_Q01_09,csoc_Q01_10
3,4,2,7,3,,5,3,3,1,5,4,5,6,0.0515809191725916,4,1,4,4,3,3,4,1,1,1
5,3,1,2,2,3,3,1,1,1,3,2,1,3,0.262840300186093,1,5,1,5,5,3,3,3,1,5
5,3,2,0,5,2,3,2,2,3,4,4,4,7,0.703230106516582,4,1,3,2,3,1,3,1,3,3
5,1,1,0,6,4,3,3,3,3,3,3,3,3,0.645854527416977,1,3,2,3,1,3,2,1,4,1
6,2,2,6,5,1,1,1,1,1,2,3,1,7,0.465262872929141,4,4,3,3,4,4,4,3,4,4
5,1,2,3,4,3,3,3,2,4,5,3,3,6,0.0924977652970597,,2,,2,,,,,,
6,1,2,4,5,2,3,3,1,3,3,3,1,8,0.385127554346829,4,4,4,4,4,4,4,1,1,4
4,4,1,0,3,3,3,1,3,4,5,4,5,6,0.609835785864648,,3,3,3,3,3,3,3,,2
3,3,1,0,4,4,5,2,3,6,7,4,7,7,0.401505118473051,3,2,4,1,3,2,2,1,3,2
2,4,2,0,4,3,4,1,1,5,5,1,3,7,0.642999198254313,3,4,4,4,4,4,2,3,3,1
4,4,2,8,3,3,3,1,3,4,4,1,3,8,1.23130951412649,4,1,4,3,2,1,1,1,1,1
4,4,2,7,4,3,3,1,3,5,4,3,4,6,0.263660781010888,4,1,3,3,1,2,,3,1,1
5,4,1,5,3,3,3,3,1,1,3,3,1,8,0.444767656295823,4,2,4,3,4,4,2,1,3,3
5,3,1,0,3,3,3,3,3,1,3,3,2,8,0.580628477504787,4,4,3,3,4,4,2,4,4,1
4,4,2,8,3,1,3,1,1,1,5,3,4,3,0.630135925735077,4,2,4,4,2,4,4,4,4,2
3,2,1,0,4,3,2,3,3,4,3,3,3,1,1.18432961440351,3,3,3,3,3,4,4,3,3,4
1,3,2,8,6,2,2,1,1,1,2,1,1,3,3.03672944951756,3,4,3,2,3,4,3,3,4,4
5,4,2,0,3,3,3,3,3,3,3,1,3,3,0.337239455128852,4,4,3,4,4,4,3,3,4,2
2,4,2,7,4,2,2,1,2,2,3,1,2,5,0.746242034935604,4,4,3,4,2,3,2,1,4,1
4,3,1,0,3,3,1,1,1,1,1,1,1,7,0.759551678088652,3,2,4,2,3,3,3,3,2,3
5,1,2,4,6,2,2,1,3,5,4,1,4,6,2.65088760635512,3,4,4,1,4,4,1,3,4,3
4,2,2,5,5,2,1,1,2,1,1,1,2,8,0.0958960235092401,4,4,3,3,4,4,3,3,3,3
5,3,2,2,5,4,3,1,3,3,3,4,1,1,0.84569187799702,3,1,4,4,1,1,4,3,3,2
6,4,2,5,3,1,5,3,1,3,6,4,1,7,0.255152706372826,4,1,3,4,3,4,4,2,4,1
3,4,2,4,3,4,3,3,2,4,3,2,1,8,0.184984556907495,1,4,3,1,1,3,2,1,4,4
5,2,2,2,4,3,3,1,1,2,3,3,1,8,0.82477475189608,3,2,2,3,5,4,3,4,4,1
3,4,2,0,3,4,4,1,1,5,5,3,3,8,0.419819973918658,1,1,3,2,1,3,3,2,3,2
4,4,2,8,4,4,3,1,1,4,4,1,5,3,0.950917619625504,4,2,4,4,4,1,4,1,4,1
3,4,2,2,5,3,3,1,3,3,1,1,3,8,0.531022248610332,3,1,3,3,3,4,3,1,4,3
4,3,2,8,3,1,1,1,1,1,1,1,2,7,1.98454679259113,4,4,3,3,3,3,4,4,4,4
5,3,2,0,5,5,3,3,3,5,3,3,3,6,0.0696354270160048,2,3,3,3,4,4,4,3,1,3
4,4,1,2,4,3,3,1,2,2,2,1,1,3,0.235288476703255,1,2,4,3,2,3,4,3,3,2
2,4,1,0,3,3,3,1,3,1,3,3,3,3,1.16527843841378,3,2,3,3,2,4,3,3,3,2
5,2,1,0,6,3,3,2,2,2,3,1,1,6,1.1099681288897,1,5,4,3,5,5,3,3,3,5
4,1,2,0,6,3,3,2,3,3,3,2,3,3,3.10123103529212,1,3,4,4,4,4,4,4,4,4
4,3,2,8,3,3,1,1,1,3,1,3,4,5,0.0359285343365757,4,1,4,3,3,4,4,4,1,1
6,2,1,7,5,2,1,2,1,2,1,1,1,7,1.37881725310605,4,4,4,4,4,4,4,4,4,4
5,2,2,8,3,4,4,3,3,2,3,3,4,3,2.91261185925741,4,3,1,2,3,4,4,1,4,1
5,2,2,0,4,3,6,5,3,4,5,3,3,7,0.800500451671165,,,,3,,,3,2,,2
4,3,2,7,5,3,4,3,3,3,3,2,3,3,0.334811244404466,4,4,2,4,4,4,4,4,4,3
5,3,1,0,4,3,3,3,1,3,3,3,1,8,0.200974759984133,3,4,4,3,4,4,2,4,4,1
4,2,1,0,6,3,1,2,1,2,1,1,1,7,0.809423377416656,4,4,4,4,4,4,4,1,4,4
5,3,2,5,4,3,3,1,1,4,4,2,3,8,0.418699992639542,4,3,3,3,1,4,3,4,4,1
6,1,2,7,6,4,4,3,3,1,1,1,1,7,1.53757003870716,1,1,1,1,3,3,3,2,3,1
5,2,2,0,5,2,3,1,3,2,4,1,6,6,0.495814640672558,4,3,3,2,3,3,3,3,3,1
5,3,2,7,5,3,3,1,1,,,,1,4,0.250502257324387,4,1,,4,3,3,4,3,4,1
3,3,1,0,6,4,3,3,3,4,3,3,3,5,0.919544587124582,4,4,4,4,4,4,3,1,3,3
3,4,2,0,3,5,4,1,3,1,3,2,4,3,0.284767484303084,1,4,3,2,4,3,2,1,4,1
5,4,1,3,3,4,3,1,3,6,5,3,7,6,0.203788064947237,2,3,3,3,2,3,3,3,3,2
4,3,1,7,4,3,3,1,3,3,1,1,3,7,0.976294833878826,4,2,3,1,4,4,3,4,4,3
5,2,2,8,6,3,3,3,3,3,1,1,4,5,1.99054547630515,1,1,4,4,4,4,4,3,1,4
3,2,1,2,6,4,4,2,3,6,4,2,3,1,1.07472943419124,1,2,2,1,4,4,3,2,4,3
6,3,2,0,4,4,3,1,1,1,1,2,1,7,0.250116585131425,,1,,3,,,,2,,
4,2,2,7,5,2,3,2,3,2,3,3,3,7,1.33387962813783,4,4,4,2,2,1,2,2,2,2
5,1,1,4,6,4,4,3,4,5,3,3,3,7,3.22740436845996,1,3,1,1,4,4,2,1,1,4
4,2,1,7,4,3,3,2,1,6,6,4,5,5,0.722036532955192,1,1,4,1,1,3,1,1,1,1
6,2,1,4,6,4,4,3,1,1,1,3,1,7,0.175750372368409,3,4,4,4,4,4,2,4,4,1
6,1,2,4,5,4,5,3,3,3,4,3,,7,0.154588147186965,2,1,3,3,1,4,3,1,1,1
3,2,1,0,1,2,2,2,3,3,3,3,3,6,1.25930570769891,2,3,3,3,3,4,3,4,3,4
4,1,2,7,3,3,3,1,1,3,3,3,2,8,1.91442494169163,5,2,1,5,5,5,5,1,3,1
4,2,2,0,5,4,4,3,3,3,2,3,4,6,1.03077855603978,4,4,4,3,4,4,3,3,4,4
4,4,1,8,6,2,1,1,1,2,1,1,1,8,0.880274562288242,4,2,4,3,5,5,3,5,5,1
6,1,2,5,5,3,3,1,1,3,3,3,1,8,1.18055879284769,4,4,4,3,4,4,3,1,3,3
3,4,1,7,3,3,1,1,1,1,1,1,1,8,0.50224984579241,4,3,2,3,5,3,4,1,4,2
5,4,1,8,3,4,6,1,1,4,5,1,1,5,0.18589446310331,1,2,3,3,2,2,3,3,4,1
3,4,1,8,4,1,3,1,3,3,3,3,3,7,0.797663463691236,4,4,4,4,4,3,4,4,4,3
3,4,1,7,3,4,4,3,1,4,7,3,3,8,0.12732349648029,3,1,3,3,3,3,3,2,3,2
4,4,2,8,3,3,3,2,3,5,4,3,3,5,0.601711627026491,3,2,3,3,4,2,3,2,1,1
4,3,1,0,3,3,4,1,3,1,4,1,1,3,0.988010101295597,4,2,3,4,4,3,3,2,4,3
5,3,2,7,5,3,3,1,3,3,3,1,1,8,0.460680446649886,4,4,3,3,4,4,3,3,4,4
2,3,2,2,6,3,2,3,2,2,1,1,1,7,0.19059768622821,3,1,3,2,4,4,1,1,1,3
3,4,1,5,5,3,3,2,3,4,3,1,3,3,0.916768950581486,3,3,3,1,4,4,4,2,4,1
5,2,1,4,6,3,3,3,4,4,3,4,4,5,1.87481175094276,4,3,3,3,4,4,3,4,4,3
6,1,2,3,5,5,4,1,1,3,1,,1,7,2.32631926015958,4,4,4,3,4,4,3,3,4,4
5,4,2,8,3,4,3,3,1,4,4,3,1,7,0.736005744799151,4,2,4,3,1,1,1,4,4,1
6,1,1,0,6,3,3,3,1,1,1,1,1,1,0.877782061978923,4,4,4,4,3,4,3,3,4,4
3,2,1,2,6,4,3,3,1,4,5,3,1,7,1.26176339275204,4,4,4,4,4,4,4,4,4,4
5,4,2,0,3,1,2,1,1,1,1,1,1,7,0.155877318970223,3,3,4,4,4,4,4,4,4,1
5,2,2,0,1,4,3,2,1,4,3,2,1,6,0.704729302102665,4,4,3,3,4,4,3,2,2,2
5,3,2,7,4,3,3,1,3,5,3,1,5,8,0.499344527733934,4,1,3,3,3,4,3,1,4,1
6,1,2,0,5,3,3,3,1,3,3,3,1,6,2.653620389116,2,4,4,3,4,4,4,4,4,1
5,4,1,8,3,4,4,4,1,5,3,1,1,3,0.0400965087365367,3,1,2,3,4,4,3,3,1,4
3,1,1,8,6,5,3,1,3,4,3,3,3,1,2.92418507375197,2,1,3,3,2,3,3,3,4,3
3,4,2,0,4,4,3,1,3,1,3,1,1,7,0.231257826271963,4,4,4,3,1,4,4,1,1,1
5,4,1,0,3,5,4,3,1,7,7,1,1,5,0.292639427321759,4,1,3,3,3,2,4,1,2,1
3,3,2,7,5,3,3,1,1,3,3,1,1,7,1.16407047719548,4,1,4,4,1,4,3,2,3,1
5,1,2,3,5,4,3,3,1,3,3,1,1,7,2.4111881004196,1,4,4,3,4,4,1,2,4,3
4,3,2,4,4,3,4,3,1,3,3,4,4,3,0.638451333908794,3,3,3,3,3,4,3,3,3,2
3,3,1,2,6,3,1,1,1,1,1,2,1,6,0.811695669214718,4,4,3,3,4,4,1,3,4,3
6,1,2,8,3,5,4,1,4,4,3,4,1,7,3.40919399681324,4,4,4,3,4,4,4,4,1,1
3,3,1,6,5,5,5,1,3,6,5,1,6,5,0.744329434154058,4,1,3,4,3,1,2,1,1,1
5,3,2,6,6,4,5,1,1,7,6,3,1,3,0.444251689285159,4,4,4,2,3,4,4,1,4,1
3,4,1,8,3,2,2,1,1,1,3,3,6,6,0.16160948615667,2,2,4,4,4,2,3,2,2,2
5,2,1,7,3,5,4,2,3,6,6,3,3,3,1.06929478799022,3,3,3,3,3,4,3,2,3,1
1,3,2,7,6,3,3,1,1,3,3,1,1,8,1.16855699106364,4,1,2,4,4,4,4,4,4,1
5,1,1,1,5,3,1,1,1,3,1,2,1,7,0.712514277571107,4,4,4,3,4,4,4,4,4,3
3,3,1,0,6,3,3,3,3,3,4,3,5,3,0.83625743631371,2,4,4,3,4,4,2,1,2,1
4,3,1,2,5,1,3,1,3,3,2,1,1,3,0.367454011429773,3,2,3,3,3,3,3,1,3,3
5,2,1,0,1,4,3,5,4,6,3,4,5,7,0.52760361598004,3,3,3,3,3,,3,3,,3
5,1,1,0,2,3,3,1,1,3,1,1,1,7,1.55542792185675,2,1,1,4,4,4,1,1,3,3
5,2,2,0,4,3,3,2,1,1,1,1,1,6,0.602143132021576,3,3,4,4,3,4,3,3,4,3
6,2,1,4,4,3,5,3,1,5,4,3,1,3,0.407401700449164,1,3,3,3,2,1,1,2,1,2
5,4,2,7,6,2,2,1,1,3,3,1,1,7,0.105721188772164,4,3,4,4,2,3,,1,4,3
5,2,2,0,5,3,4,2,2,1,1,3,3,8,0.108200804792329,3,4,3,3,4,4,4,1,4,3
5,2,1,0,6,1,3,1,1,1,3,1,1,7,0.774654716304516,4,4,4,1,4,4,1,4,1,4
3,3,1,1,4,3,3,2,3,3,3,2,2,3,0.643375788837245,3,4,3,2,3,4,3,2,4,2
6,4,1,8,3,2,4,1,1,1,1,1,1,6,0.426077703461006,4,2,3,3,4,2,3,1,3,1
4,2,1,0,6,1,2,1,1,3,3,3,5,5,1.01214434986105,3,4,3,2,4,3,3,3,3,2
3,3,2,8,2,3,4,2,3,1,4,4,3,1,1.85477671975326,1,1,2,1,1,2,2,3,3,2
4,4,1,2,3,3,4,1,3,3,4,3,6,3,0.0595415698916726,3,2,4,3,2,1,3,1,4,2
5,3,2,0,3,5,5,5,4,5,5,5,6,3,0.417933283053655,1,4,3,3,3,1,3,2,1,1
3,3,2,2,6,3,1,1,3,1,3,4,4,8,1.27227494038129,3,3,4,3,3,4,4,2,4,4
3,1,1,2,6,1,3,1,1,6,4,5,3,7,2.43081874132623,4,4,3,4,3,4,3,4,1,3
6,3,2,1,4,3,3,2,1,1,1,1,1,6,0.599480996828568,4,3,4,3,4,3,3,2,2,1
2,3,2,0,6,4,5,1,3,4,4,2,3,7,1.34678689315979,1,4,4,4,4,4,4,3,4,3
6,2,1,0,6,1,1,3,1,1,3,2,2,7,0.79677021597711,4,3,4,4,3,4,2,2,3,2
6,1,2,0,5,3,3,1,3,1,3,1,3,8,1.83447977714102,4,1,3,3,4,4,3,1,1,1
5,1,2,8,4,3,2,1,1,3,3,3,1,6,0.964405400939073,3,4,3,4,4,4,4,4,4,4
5,4,2,7,3,3,3,1,2,3,3,3,3,6,0.282204314759978,4,4,3,4,4,4,4,1,4,1
5,3,2,1,5,3,3,3,3,3,3,3,3,7,0.83685386065446,4,4,3,3,3,4,4,3,4,4
3,4,2,0,4,3,4,3,3,3,4,3,3,1,0.470727342512429,2,4,1,2,3,4,1,2,2,2
5,1,1,0,6,5,5,1,2,3,4,1,2,8,0.280525894732768,4,4,4,4,4,4,3,3,2,2
6,4,1,8,3,3,3,1,1,1,1,1,1,6,0.826769595082811,4,4,3,3,4,3,4,3,4,3
5,3,2,0,4,4,3,1,1,4,3,1,1,7,0.319583722535216,3,4,4,4,4,2,4,3,3,3
4,1,2,0,5,3,4,1,4,3,4,1,4,7,0.905136893131397,2,3,1,2,4,3,2,1,4,3
3,3,2,5,4,3,3,1,1,3,3,1,3,3,0.310943450190374,4,4,4,4,4,3,4,1,3,3
4,4,2,7,3,3,4,3,3,5,5,3,4,5,0.267368459303652,1,2,3,4,2,3,4,2,4,1
5,3,1,7,3,3,3,1,2,1,3,1,1,3,0.65101344336548,1,1,4,3,2,2,3,4,3,2
6,3,1,7,3,2,3,1,1,3,3,2,3,8,0.342210832803719,4,4,3,3,4,4,2,3,1,3
5,4,2,0,3,2,3,1,3,3,3,1,3,6,0.139970258981208,4,3,3,3,3,4,3,3,4,3
2,4,2,8,3,3,4,1,3,5,7,1,4,3,0.889016557998861,4,1,4,4,1,1,4,4,4,1
6,2,1,2,6,5,4,3,1,,3,3,1,3,1.11504518281114,,,3,3,,,2,2,3,
2,4,1,2,3,4,3,1,1,6,6,3,4,3,1.19956219740259,1,1,4,4,4,4,4,1,1,1
6,1,2,2,6,5,3,3,1,4,3,3,1,7,0.955323792376458,4,4,1,3,4,4,4,3,4,4
4,3,1,4,5,3,3,1,3,3,3,1,3,8,0.53636890099648,2,3,1,3,4,3,2,4,4,1
4,4,1,7,6,3,3,1,1,3,3,1,1,6,0.347041053178618,4,1,4,4,4,3,3,4,4,2
2,3,2,4,5,4,3,3,3,3,2,2,2,6,1.96163086111888,4,4,1,3,4,4,4,4,1,1
4,4,1,7,5,4,3,3,2,5,5,3,3,7,0.808122353506142,4,1,3,4,4,4,4,3,1,2
4,3,2,0,4,3,3,1,3,3,2,1,3,3,0.565100518068871,4,4,4,4,4,4,3,3,3,1
5,3,2,2,2,3,3,3,1,3,4,4,1,6,0.670653263137226,4,1,4,3,2,3,2,1,1,1
4,4,1,0,5,3,3,1,3,2,4,1,4,8,0.349843499861656,2,4,3,3,4,3,3,4,4,3
5,2,2,8,5,2,3,3,1,3,3,3,1,8,2.02154362517467,4,4,4,2,4,1,4,4,4,4
5,3,1,2,3,5,4,1,1,4,4,3,1,1,0.436327952863505,3,3,2,3,3,4,3,2,4,1
3,3,1,0,5,2,3,3,3,3,3,2,3,3,0.740251547517717,4,4,1,3,4,4,3,3,4,1
6,3,1,7,3,3,3,1,1,3,3,1,1,1,1.01929051267961,4,4,4,3,4,4,4,3,4,1
3,3,2,0,3,3,3,1,1,4,5,1,2,8,0.98816120795195,3,4,3,1,4,4,3,2,4,1
3,3,2,1,4,2,1,1,2,1,1,1,1,1,0.482388661935013,2,1,1,1,1,3,2,2,1,1
3,3,2,7,4,3,3,1,2,5,3,1,5,5,1.29248974353954,2,3,3,3,3,4,3,2,4,4
3,3,2,0,2,4,3,3,3,5,6,5,5,3,0.631017554253932,3,1,3,1,1,3,4,2,2,2
5,3,1,7,3,5,6,3,4,4,4,4,6,6,0.530776800827874,4,3,2,3,2,3,3,1,2,1
5,2,1,4,4,3,4,1,1,6,5,3,,8,0.777839611889399,1,3,4,4,4,3,4,1,4,2
5,2,1,2,6,3,3,2,1,2,3,2,1,6,0.639949173717932,4,4,4,4,4,4,4,4,4,4
5,1,2,0,4,3,2,1,1,3,1,1,1,8,0.820139532528478,1,4,4,1,4,4,3,3,4,4
1,3,2,2,5,3,1,1,1,3,1,1,1,7,2.53206516663054,1,4,4,4,4,4,3,3,4,3
3,4,1,8,3,1,2,1,1,1,1,1,1,3,0.362821300851246,4,1,4,4,4,3,4,4,3,3
3,4,2,7,4,3,3,1,1,3,4,1,3,3,0.525435870210827,3,2,3,3,3,3,4,1,3,1
3,3,1,8,3,1,3,1,1,3,4,1,4,3,0.0660329631459253,4,3,2,1,2,4,3,1,4,4
3,2,2,0,5,3,3,3,3,2,5,4,4,3,0.384676663228405,3,4,2,3,4,4,3,2,4,3
5,1,2,0,5,2,2,1,1,2,2,2,1,7,2.03191300487046,1,4,3,3,4,3,3,3,4,2
4,2,2,1,5,3,4,3,4,4,6,3,6,3,0.912234469983212,2,3,2,2,1,4,1,1,2,1
5,2,1,0,6,4,3,2,1,3,3,2,1,8,0.117423429399304,4,4,1,3,4,4,3,3,4,5
3,4,1,0,3,3,3,4,3,3,3,3,3,7,0.614463598076456,3,1,3,3,3,4,2,2,2,2
5,4,1,7,4,3,3,1,1,4,3,2,1,7,1.01490014054808,,1,3,,,,,,,2
3,3,2,7,5,3,3,1,1,3,3,1,3,6,0.391879150454799,1,1,2,2,4,3,3,1,1,1
4,2,2,7,4,3,1,2,1,1,1,1,2,7,1.56107987972281,1,4,1,4,3,4,1,4,4,4
5,3,2,8,3,3,3,2,1,4,3,3,1,3,1.10371983582629,4,2,4,3,3,3,3,3,4,2
3,4,2,7,3,3,3,1,2,4,4,3,3,5,0.4754205072751,1,4,4,4,4,1,4,4,4,1
4,2,1,0,4,1,1,1,1,1,1,1,1,6,1.18183549951908,4,4,3,3,2,4,3,2,3,1
3,3,1,4,4,3,3,1,3,3,4,3,4,3,0.664945578262551,3,2,1,2,4,4,2,2,3,3
6,2,1,4,2,2,5,1,3,3,6,1,6,3,1.33438192768916,4,1,2,2,4,1,2,2,2,2
3,3,1,1,2,2,2,2,2,3,2,1,1,7,0.11352108632362,1,4,4,2,4,4,2,2,3,3
6,3,1,7,3,4,5,3,3,5,5,1,1,3,0.68407373437017,4,1,4,3,2,1,2,2,1,2
1,3,1,7,6,5,5,1,4,5,7,1,5,5,0.863158076318945,4,4,3,1,2,3,1,1,1,1
5,3,2,7,5,2,3,1,1,3,3,1,1,8,0.451611320967329,4,1,3,3,3,4,4,4,4,3
4,3,2,8,4,3,3,1,3,2,1,1,1,7,3.04694766428759,3,2,4,4,4,4,,3,2,2
2,3,1,0,3,3,3,1,1,3,4,3,3,8,0.97342579499678,1,1,4,4,4,4,3,3,1,2
5,4,1,8,3,3,3,1,3,3,3,1,3,5,0.33414807313152,4,1,4,4,3,4,4,4,4,1
4,2,1,0,6,3,3,3,2,3,2,3,2,1,0.588921857464733,4,3,1,1,4,4,3,3,2,2
4,2,2,2,5,4,1,,1,,,,,8,0.466814056303388,3,1,1,3,3,4,1,3,4,
3,3,1,7,6,3,3,1,3,1,2,1,2,8,0.889683822883863,4,4,2,4,4,4,4,4,4,4
6,2,2,6,6,3,3,2,1,3,4,3,1,7,0.312368800500094,3,1,4,4,4,1,4,1,4,1
3,3,1,0,4,1,2,1,2,1,1,1,2,8,1.10687807535847,4,4,3,4,3,3,4,4,4,3
4,2,1,0,2,3,2,1,1,1,2,1,1,6,0.0675441809323827,2,2,2,2,2,4,2,2,4,2
5,4,2,8,3,2,2,1,3,2,4,3,3,7,0.0971989175660235,4,4,4,2,4,3,4,3,3,2
4,2,2,0,6,3,3,3,3,3,3,3,3,1,0.493806190653462,4,4,4,3,4,4,3,3,3,1
6,4,2,7,3,3,1,1,1,3,1,1,1,7,0.0729417183223595,4,4,4,3,4,3,3,3,4,3
4,4,2,8,3,3,3,1,1,3,4,1,4,5,0.482352950081583,,2,,,,,,,,
4,3,2,3,4,4,4,1,1,3,4,4,5,6,0.468604918075832,3,4,4,3,3,4,3,1,4,1
3,3,1,3,4,3,1,1,1,3,3,3,1,7,0.478510469901444,3,4,2,1,4,4,1,1,4,1
3,3,1,7,3,6,5,3,3,4,5,4,6,3,0.773440778778791,3,2,3,1,3,3,2,1,1,1
4,1,2,7,4,4,4,3,3,3,2,2,1,1,1.71607716078842,4,1,3,4,2,4,4,2,3,3
6,3,2,0,5,3,3,1,1,1,3,3,1,7,1.42186460614347,4,3,4,4,4,2,3,2,4,2
4,4,2,8,3,4,4,3,3,6,6,5,5,8,0.236888375678266,1,4,3,3,4,3,3,1,1,2
6,4,2,8,4,4,4,3,1,,3,4,1,3,0.816905115873017,4,1,,3,1,1,,1,,2
5,1,2,0,5,3,1,1,1,4,5,3,3,8,1.70261646690565,,,,,,,,,,
4,2,2,3,5,3,3,2,3,4,4,1,2,3,2.2750823684342,3,3,1,3,3,3,1,2,3,2
4,2,1,6,6,4,3,3,1,1,2,2,2,7,0.739031643055908,3,3,2,3,3,3,1,3,3,1
3,2,1,0,6,3,1,1,1,3,1,1,1,7,0.97849958533062,3,4,4,2,3,4,2,1,1,3
2,4,2,1,5,3,3,1,1,3,2,1,1,7,1.3653741359208,3,1,4,2,4,4,1,2,4,4
4,4,2,4,5,3,2,1,1,3,3,1,3,6,0.920688106454637,4,4,3,3,3,4,3,1,1,2
5,2,1,7,4,5,5,3,3,6,5,3,5,3,0.556387117429744,3,1,1,1,2,2,3,2,3,3
4,3,1,6,6,4,3,3,1,3,3,1,1,3,0.0398352832100082,2,1,4,3,2,2,4,3,1,3
3,3,2,2,4,3,3,1,3,3,3,1,3,8,0.771658364606795,4,3,4,3,4,4,1,2,3,3
4,4,1,5,3,1,3,1,3,1,3,1,3,7,0.414361229764637,4,1,3,3,3,4,3,3,3,2
2,4,1,7,6,3,4,1,1,7,6,3,6,5,1.49381486255384,3,1,4,4,4,4,4,2,3,2
7,2,2,2,6,3,1,1,1,1,3,3,1,8,1.97071578801342,4,4,3,3,4,5,3,2,,
4,4,1,6,3,4,4,1,1,4,4,4,4,1,0.0264961189607508,4,1,3,1,3,3,3,1,1,1
4,4,2,6,2,5,4,2,3,5,5,1,1,6,0.160923896129987,3,3,3,3,1,3,1,1,3,1
4,3,2,0,4,2,3,1,2,3,5,1,3,8,0.556638499809769,4,4,4,3,4,3,3,1,3,3
5,4,2,8,3,3,3,1,1,5,4,3,5,6,1.23734777497916,4,4,3,3,3,3,4,3,2,2
5,3,1,2,3,4,3,1,1,4,2,1,1,8,0.638432698809025,3,4,3,3,4,4,3,3,4,3
1,3,2,8,4,3,3,3,3,3,3,3,3,1,6.49187318906448,3,2,4,4,4,4,4,4,4,4
5,4,2,0,6,3,3,1,1,4,4,3,3,3,0.276251493381571,4,3,2,3,2,4,2,2,4,2
5,4,1,7,3,2,2,2,3,1,1,1,1,6,0.0876349936876457,1,1,3,1,4,4,2,1,3,1
4,2,1,6,6,3,2,1,1,3,1,1,1,7,0.0627424574684833,2,4,3,4,4,4,3,4,3,3
6,2,1,1,3,3,3,1,3,1,1,3,3,3,1.24160172766861,4,2,4,1,3,1,4,1,2,1
7,1,1,8,3,4,1,1,1,5,1,1,1,6,4.63812605703706,4,1,4,4,1,1,4,1,3,1
4,2,1,0,4,3,4,1,1,4,3,1,3,5,1.19256439628659,3,4,3,3,3,3,3,3,3,1
5,4,1,2,6,4,3,1,2,3,3,1,1,8,0.449215841212158,4,3,4,4,3,4,4,1,4,4
2,4,1,7,3,3,4,1,1,1,4,1,5,3,1.2863794820835,4,4,4,4,3,4,4,3,2,2
2,3,2,0,4,4,3,1,3,3,4,3,3,6,1.35512762202831,1,1,1,3,4,4,2,1,4,2
5,1,1,4,4,3,3,3,3,3,1,3,1,8,1.06527314784077,4,4,4,4,4,4,4,4,4,4
4,3,1,6,4,3,3,3,3,3,,3,3,6,2.26760795583773,2,4,4,4,4,4,1,1,,1
3,4,2,7,4,3,3,3,1,6,5,5,7,7,0.532762942750232,1,1,3,3,1,1,4,2,3,1
6,4,1,7,4,4,3,2,1,5,4,2,1,8,0.643203342560274,,,,,,2,,1,,1
4,4,1,0,3,5,1,1,1,4,1,3,3,5,0.402403795928952,4,4,4,3,4,4,4,3,4,1
6,1,1,0,3,3,4,1,2,3,5,3,3,6,1.20223348795145,2,1,3,1,3,3,3,3,3,1
4,1,2,6,5,3,3,2,3,3,3,2,3,7,0.0771918680788949,1,4,3,4,4,4,4,3,3,3
3,2,2,8,6,1,4,4,2,6,4,4,5,8,2.91808851092339,4,3,3,3,4,4,1,3,3,1
4,1,2,6,6,3,3,1,2,3,3,3,4,1,0.674189569589126,1,1,2,1,4,3,1,1,3,2
3,2,2,8,5,4,3,3,1,4,4,3,1,7,1.56238770180956,1,4,4,2,4,4,4,2,4,4
4,2,1,1,6,3,3,3,3,3,3,,3,8,1.5941205080499,4,4,4,2,4,4,4,4,4,4
4,4,2,7,3,3,4,1,1,3,4,3,3,3,0.346671647536481,3,2,3,3,2,3,4,1,4,3
6,1,1,7,2,3,3,1,1,3,3,1,1,6,0.10570808751161,3,3,3,3,4,3,3,3,3,3
2,3,1,0,6,4,4,3,3,3,5,3,4,1,1.15845275504413,2,3,3,3,3,2,1,1,3,1
4,4,2,0,4,3,3,3,2,3,3,2,3,1,0.416914754641448,4,2,2,3,4,4,3,1,1,2
5,3,2,0,6,3,2,1,1,1,2,1,1,3,0.462012056405185,3,4,3,3,4,4,3,3,3,2
6,1,1,4,4,3,2,3,2,3,2,2,2,3,2.68028553803429,2,3,3,3,4,3,4,4,3,3
5,2,2,8,6,3,2,1,1,3,1,1,1,3,0.028065616604723,4,4,2,2,4,3,,1,4,3
5,2,1,7,3,4,3,3,2,3,3,3,1,7,0.986380748292021,3,4,4,3,3,3,3,1,3,1
6,2,1,6,6,2,3,2,1,2,3,1,1,1,1.17983401109318,2,4,4,1,,,,,,1
5,2,1,0,6,1,3,2,1,2,2,1,1,3,0.0985000864170976,3,4,4,3,4,4,3,4,4,4
4,1,1,0,6,4,5,1,3,4,5,1,5,6,3.00705204428416,1,4,3,3,3,3,1,1,4,1
3,4,1,7,3,3,3,1,1,2,4,3,2,3,0.0398586859813527,4,3,4,4,4,4,3,2,4,3
4,4,2,7,3,3,3,1,3,5,4,3,6,7,0.307331083821194,1,4,3,3,4,4,4,1,4,2
6,4,1,0,3,3,3,1,1,1,3,1,1,8,0.127239989587691,4,4,4,4,4,4,4,1,4,1
4,2,2,2,5,4,3,3,2,3,3,2,1,8,0.350459528392024,4,4,2,3,4,4,3,3,3,1
4,3,2,7,4,3,3,1,3,1,3,3,5,1,0.312297874073343,4,2,4,2,4,4,3,4,4,4
